,playlist_name,playlist_followers,playlist_id,playlist_href,playlist_uri,playlist_url
0,EUROVISION 2024,18103,2HMW5JNZNh9HLfIHNzY0DP,https://api.spotify.com/v1/playlists/2HMW5JNZNh9HLfIHNzY0DP?additional_types=t,spotify:playlist:2HMW5JNZNh9HLfIHNzY0DP,https://open.spotify.com/playlist/2HMW5JNZNh9HLfIHNzY0DP
