,playlist_name,playlist_followers,playlist_id,playlist_href,playlist_uri,playlist_url
0,EUROVISION 2021,32237,5h0sQpJnLVzgy5iOH1UNcl,https://api.spotify.com/v1/playlists/5h0sQpJnLVzgy5iOH1UNcl?additional_types=t,spotify:playlist:5h0sQpJnLVzgy5iOH1UNcl,https://open.spotify.com/playlist/5h0sQpJnLVzgy5iOH1UNcl
