,artists_name,artists_id,track_name,track_id,popularity,album_name,id_album,album_type,release_date,duration
30,Vasil Garvanliev,0n0WJa2PTpZyrjXRcu4wxZ,Here I Stand,4yvRoOkKUZNLBRC1NUI4Za,15,Here I Stand,2PD6H60QwdMjPmNxw0fSY4,single,2021-03-12,180500
31,Vincent Bueno,5NPCfx9lZOTGTaYg6FSWV2,Amen,0J6WXcQ52yXn5tThiO1e1W,21,Amen,0iKS2gcD1gWRYXJa0MNH6M,single,2021-03-10,175555
32,Jeangu Macrooy,3t9HafA5eFHM992s4GZ0Gr,Birth Of A New Age,5GVMXVYBFyUeq1jz8IsGRq,27,Birth Of A New Age,5vfSBA3TW0hrD6bWsB5rqC,single,2021-03-04,173375
33,Blas Cantó,3IJtdFn9IKbFvNvZqOJA46,Voy a quedarme,1yCpJ5qmyM9UK7MXQCAyHh,30,Voy a quedarme,2SF3TInmIfWBmDcdXRdhKC,single,2021-02-10,182807
34,Tornike Kipiani,2olr4xM2nA4Sj2yhJnCoO6,You,3OUWYnsRv8pDmoCyEq2SFo,18,You,3nAV5jeLSHDaaDl6NToklw,single,2021-03-16,183640
35,Hurricane,1vhshb6p5AJSSgAj2LLnpA,Loco Loco,5x5JCCkJ0taXkqSdgPCRIt,0,Loco Loco,3tvfHvIvImIhShfgBsnLe0,single,2021-03-06,175375
36,Anxhela Peristeri,1hV3gbtU77osxNgFEuKq9h,Karma,2QIlIzboPx7XjFwncx00QB,0,Karma,2P0V8pahe52ai8kOawT2pV,single,2021-01-26,180000
37,Anxhela Peristeri,1hV3gbtU77osxNgFEuKq9h,Karma,7Ca1YA47yXQByUTX2jHMlN,0,Karma,3umGO07rqzo9zKwhuoeyAn,single,2021-03-09,179200
38,Jendrik,58E6TLHwF0cHdkrLd5iNRh,I Don't Feel Hate,2wmO5hhuw4Au0IwSUGLqLh,0,I Don't Feel Hate,7jLvNAEap7DWqC6W5GC6nH,single,2021-02-25,176996
39,Ana Soklič,5PmaT9dkr6wbSB59eUwlLn,Amen,5jPAKeFrXZiSB91WujvLAz,19,Amen,34fIoa7eilQV1KIzFKPfYQ,single,2021-02-27,184704
40,Blind Channel,3L58J6a7f0jyy2p6f3MSAs,Dark Side,6A8B1kJ9ZNHbl2uFPN6Wtm,0,Dark Side,6Lzb7EjZXgtelxgBsZUhMS,single,2021-01-21,177789
41,Marco Dalla Villa,7KPdADPwc8dIb8GVpwezmp,Maps - Marco Dalla Villa Remix,3I5PQHAgdl6q5WrZTsxuyy,13,Maps (Marco Dalla Villa Remix),3fxY8oMZOCydOmoA1aRKnv,single,2021-05-09,179566
42,Daði Freyr,3Hb64DQZIhDCgyHKrzBXOL,10 Years - Chromeo Remix,2qMOoDFyaBo4H7q37MqWuu,0,Welcome,2kyjJ29FqLjMt4dnSEDvbn,single,2021-05-21,163320
43,THE ROOP,34G31kGbSQmemVlI0G784o,Discoteque - Deepend Remix,637f1rBWW7jRoHH99d5QPt,17,Discoteque (Deepend Remix),0yVRVG4eEi2tfuHyNmyt3G,single,2021-05-14,153030
44,Go_A,4kvCU3MzggM2piZCqvxj0x,SHUM - Dj NANA Remix,5KHjOYWWOyUhSOunCWlqUU,0,Shum (Dj NANA Remix),1qwpyGTxJU2IYi5wqAJauj,single,2021-05-07,152741
45,Albina,7p1rrHdKESuF36QaqDSAtd,Tick-Tock - Stefy De Cicco Remix,3SvAygNlaHXrRLxRXwVb08,12,Tick-Tock (Stefy De Cicco Remix),2PFXTfskPxzgf774OAPB9t,single,2021-05-07,161250
46,Jeangu Macrooy,3t9HafA5eFHM992s4GZ0Gr,Birth Of A New Age - Mason Remix,5lnJg0QIs6YaOlqhHR5sGr,9,Birth Of A New Age (Mason Remix),2QMZ12N3R15t8ufrVr5QCg,single,2021-06-11,217443
47,Hooverphonic,5EP020iZcwBqHRnJftibXX,The Wrong Place - Hairglow French Crop Mix,3dwr1dnWRDQnXjwsPtFRJU,14,The Wrong Place (Hairglow French Crop Mix),4lJRB5Wpz8A1KlA818yWuA,single,2021-03-04,208520
48,Elena Tsagrinou,4TgsxeFPNtkZ5lneq9AceU,El Diablo - Joytide & Maarlind Remix,4aXBs8eGaJsZZ0ZnvTFh1N,17,El Diablo (Joytide & Maarlind Remix),2HFeQ5mOvIS2qhs9CqH3Rk,single,2021-06-22,171147
49,Gjon's Tears,0RIwEP1SaALlxn9jOVqHfA,Tout l'univers - Tiery F Remix,5WkRADQK9GjDvwfp1Hthff,0,Tout l'univers (Tiery F Remix),60p0KHHtc4eNT0dcQvHATj,single,2021-07-28,191040
50,Senhit,0kgOnYSaZeTf3ZnErgwkGT,Adrenalina - Steve Aoki Remix,3UgmyZB6ornmy4unZMbWUu,22,Adrenalina (Steve Aoki Remix),3GPK7GqYbtQEzrTxKX9FIW,single,2021-08-27,190000
51,Ana Soklič,5PmaT9dkr6wbSB59eUwlLn,Amen (Summer Vibes Remix),63H42T099VY99RkutrjR7D,8,Born to the Fight,6u8fACNkmklOxFZtpTn9Pv,album,2021-05-07,268500
52,Scott Elk Artwork,3oHIBFzQbtQeIjWg0Qs0h4,Movement IV - Dawn + Stardust,71oYvjWNrAEeqheYEWnEoq,7,Movement IV - Dawn + Stardust,3wqYrcfPsL6nNmY4jJ9Njg,single,2024-06-18,216013
