,playlist_name,playlist_followers,playlist_id,playlist_href,playlist_uri,playlist_url
0,EUROVISION 2020,21307,0IyJJbmF3vp5nX6j4FFeDO,https://api.spotify.com/v1/playlists/0IyJJbmF3vp5nX6j4FFeDO?additional_types=t,spotify:playlist:0IyJJbmF3vp5nX6j4FFeDO,https://open.spotify.com/playlist/0IyJJbmF3vp5nX6j4FFeDO
