,playlist_name,playlist_followers,playlist_id,playlist_href,playlist_uri,playlist_url
0,EUROVISION 2019,23680,3ZdQUt8Tmtt7oOU8UM2koe,https://api.spotify.com/v1/playlists/3ZdQUt8Tmtt7oOU8UM2koe?additional_types=t,spotify:playlist:3ZdQUt8Tmtt7oOU8UM2koe,https://open.spotify.com/playlist/3ZdQUt8Tmtt7oOU8UM2koe
