,playlist_name,playlist_followers,playlist_id,playlist_href,playlist_uri,playlist_url
0,Eurovision 2022 🇮🇹,10622,3EBtzzGyrlDUr1QvXVGz0h,https://api.spotify.com/v1/playlists/3EBtzzGyrlDUr1QvXVGz0h?additional_types=t,spotify:playlist:3EBtzzGyrlDUr1QvXVGz0h,https://open.spotify.com/playlist/3EBtzzGyrlDUr1QvXVGz0h
