Column1;artists_name;artists_id;track_name;track_id;popularity;album_name;id_album;album_type;release_date;duration
4;Will Ferrell;7xF6Psrf6yNOBkB9jpMRa0;Husavik (My Hometown);6ofMKJjMpfDEb48JYEAgjX;50;Eurovision Song Contest: The Story of Fire Saga (Music from the Netflix Film);0u6ppFo3gWA3vTiGeDTWXl;compilation;26/06/2020;202286
3;Little Big;0pnd3MP2rxAzljR9AqXUJB;UNO;1ucAgkQ4EQDCSXQ2kEk99k;49;UNO;60kZ537D8BGp3GNkGdY0fD;single;12/03/2020;160756
16;Diodato;2QWrpLRDeBD1NwWAsytBRi;Fai rumore;5OaBhC8NjdqDhHF9I6r9lS;46;Fai rumore;3aXHRHTglQaQ1KGtVZlbwQ;single;05/02/2020;216140
12;BEN & TAN;5UECxOkeFG2n9ESNADgASX;YES;1nAvS4GbkxR7iISU5ZfLPf;42;YES;1vnimcmYr8jeS19ElmGfeo;single;08/03/2020;180489
11;The Mamas;5HUGPIHRwh79LbffYIUJeJ;Move;19LiotxKSVs7FeVMEdHz63;38;Move;5dlTRGXAh2m8AXb5nSqPb6;single;22/02/2020;168254
